"index";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"Touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price"
384;"Asus";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;93181
385;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;121585
386;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Intel";"Windows";2;29251
387;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Core i5 6440HQ ";2.6;8;"HDD";500;0;"AMD";"Windows";2;72940
388;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6820HQ ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;113753
389;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;133680
390;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"HDD";1024;0;"Nvidia";"Windows";3;55358
391;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;84768
392;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 8250U ";1.6;12;"HDD";1024;0;"Nvidia";"Windows";2;36976
393;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";3;71875
394;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"AMD";"Linux";2;41498
395;"HP";"Ultrabook";15.6;1920;1080;0;"AMD";" A9-Series 9420 ";3.0;4;"SSD";256;0;"AMD";"Windows";2;26587
396;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"AMD";"Windows";2;65511
397;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;49977
398;"Dell";"Workstation";15.6;3840;2160;1;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;144495
399;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";1024;0;"Intel";"Windows";1;139860
400;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";1024;0;"Intel";"Windows";2;16304
401;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;81465
402;"Lenovo";"Notebook";25.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"Hybrid";256;1024;"AMD";"Windows";2;60979
403;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Linux";2;46833
404;"MSI";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;119827
405;"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;99793
406;"Toshiba";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 6500U ";2.5;16;"SSD";512;0;"Intel";"Windows";1;93080
407;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";512;0;"Intel";"Windows";1;89510
408;"Lenovo";"Notebook";35.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;21792
409;"Lenovo";"Notebook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1;16221
410;"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";512;0;"Nvidia";"Windows";3;102564
411;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";512;0;"Nvidia";"Windows";2;103523
412;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Windows";2;24988
413;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;42038
414;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;49444
415;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"AMD";"Linux";2;31909
416;"Dell";"Notebook";13.3;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Windows";2;36710
417;"HP";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 6500U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;79920
418;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;28769
419;"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"AMD";"Windows";2;64755
420;"Lenovo";"2 in 1 Convertible";15.6;3840;2160;1;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";512;0;"Nvidia";"Windows";2;101179
421;"Chuwi";"Notebook";12.3;2736;1824;0;"Intel";" Celeron Quad Core N3450 ";1.1;6;"Flash Storage";64;0;"Intel";"Windows";1;23923
422;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7820HQ ";2.9;8;"SSD";256;0;"Intel";"Windows";2;76031
423;"Asus";"Notebook";35.6;1920;1080;0;"Intel";" Core i3 7100U ";2.4;8;"HDD";1024;0;"Nvidia";"Linux";2;31808
424;"Dell";"Gaming";27.3;2560;1440;0;"Intel";" Core i7 7820HK ";2.9;16;"Hybrid";256;1024;"Nvidia";"Windows";4;149131
425;"Dell";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";3;61752
426;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";256;2048;"AMD";"Windows";2;60867
427;"Dell";"Ultrabook";14.0;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Intel";"Linux";2;58555
428;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;12;"Hybrid";256;1024;"Nvidia";"Windows";3;106507
429;"Mediacom";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";" Celeron Dual Core N3350 ";1.1;4;"SSD";32;0;"Intel";"Windows";1;15931
430;"Samsung";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"Flash Storage";16;0;"Intel";"Other";1;14332
431;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;53813
432;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i3 7130U ";2.7;4;"SSD";128;0;"Intel";"Windows";2;31915
433;"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";" Core i7 7600U ";2.8;16;"SSD";512;0;"Nvidia";"Windows";2;130270
434;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7820HQ ";2.9;16;"SSD";512;0;"Nvidia";"Windows";2;130483
435;"Asus";"Gaming";17.3;1920;1080;0;"AMD";" Ryzen 1600 ";3.2;8;"Hybrid";256;1024;"AMD";"Windows";3;90310
436;"HP";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"HDD";500;0;"Intel";"Windows";2;18488
437;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";" Core i7 7Y75 ";1.3;16;"SSD";512;0;"Intel";"Other";1;117163
438;"Lenovo";"Ultrabook";24.0;2560;1440;0;"Intel";" Core i7 7500U ";2.7;24;"SSD";512;0;"Intel";"Windows";1;126913
439;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"SSD";256;0;"Intel";"Linux";2;29784
440;"Lenovo";"Notebook";17.3;1600;900;0;"AMD";" A6-Series 9220 ";2.5;8;"HDD";1024;0;"AMD";"Windows";3;27652
441;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"SSD";256;0;"AMD";"Windows";2;39907
442;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;76137
443;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"SSD";128;0;"Intel";"Windows";2;18595
444;"HP";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;58555
445;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7440HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;62817
446;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Linux";2;23539
447;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Xeon E3-1505M V6 ";3.0;8;"HDD";64;1024;"Nvidia";"Windows";2;106187
448;"MSI";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;54758
449;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";" Core i7 7660U ";2.5;16;"SSD";512;0;"Intel";"Windows";1;137942
450;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";128;0;"Intel";"Windows";2;31382
451;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6820HQ ";2.7;16;"SSD";256;0;"Nvidia";"Windows";2;105228
452;"HP";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 7820HQ ";2.9;8;"SSD";512;0;"Intel";"Windows";2;81732
453;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;71662
454;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"Hybrid";128;1024;"AMD";"Windows";2;52161
455;"Dell";"2 in 1 Convertible";11.6;1366;768;1;"Intel";" Pentium Quad Core N3710 ";1.6;4;"HDD";500;0;"Intel";"Windows";1;25521
456;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.7;8;"HDD";1024;0;"Nvidia";"Windows";4;109011
457;"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";" Core M m3-7Y30 ";2.2;4;"SSD";128;0;"Intel";"Windows";1;52694
458;"Microsoft";"Ultrabook";33.5;2256;1504;1;"Intel";" Core i7 7660U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;95851
459;"HP";"Notebook";17.3;1600;900;0;"Intel";" Core i3 6006U ";2.0;8;"SSD";256;0;"Intel";"Windows";2;34094
460;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"Nvidia";"Windows";2;28984
461;"Acer";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"SSD";128;0;"Intel";"Windows";1;23177
462;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;39907
463;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"AMD";"N/A";2;42571
464;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7820HQ ";2.9;8;"SSD";256;0;"Nvidia";"Windows";3;111355
465;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";500;0;"Intel";"Windows";2;16197
466;"Acer";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Nvidia";"Windows";2;24988
467;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"HDD";2048;0;"AMD";"Windows";2;40440
468;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;12;"HDD";1024;0;"Nvidia";"Windows";4;90523
469;"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";" Core i7 6600U ";2.6;12;"SSD";256;0;"Intel";"Windows";1;98994
470;"HP";"2 in 1 Convertible";13.3;3840;2160;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;0;"Intel";"Windows";1;106507
471;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";500;0;"AMD";"Windows";2;61485
472;"Google";"Ultrabook";12.3;2400;1600;1;"Intel";" Core i5 7Y57 ";1.2;8;"SSD";128;0;"Intel";"Other";1;67932
473;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";1;98134
474;"Asus";"Notebook";15.6;3840;2160;0;"Intel";" Core i7 6700HQ ";2.6;12;"Hybrid";128;1024;"Intel";"Windows";2;69211
475;"Dell";"Notebook";14.0;1366;768;0;"Intel";" Core i3 6100U ";2.3;8;"SSD";128;0;"Intel";"Windows";2;39427
477;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";180;0;"Intel";"Windows";2;72674
479;"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;89084
480;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";512;0;"Nvidia";"Windows";2;67239
481;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 7100U ";2.4;4;"HDD";1024;0;"Intel";"Windows";2;31254
482;"HP";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"SSD";128;0;"Intel";"Windows";1;38681
483;"Chuwi";"Notebook";15.6;1920;1080;0;"Intel";" Atom x5-Z8350 ";1.4;4;"Flash Storage";64;0;"Intel";"Windows";2;13261
484;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Windows";2;30103
485;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";2;55891
486;"Dell";"Workstation";15.6;1920;1080;0;"Intel";" Core i7 6820HQ ";2.7;16;"SSD";512;0;"Nvidia";"Windows";2;124569
487;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"SSD";512;0;"Nvidia";"Windows";2;101179
488;"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;95797
489;"Asus";"Ultrabook";12.5;1920;1080;0;"Intel";" Core i7 7500U ";2.7;16;"SSD";512;0;"Intel";"Windows";1;103896
490;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;53919
491;"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i7 7500U ";2.7;32;"SSD";512;0;"Intel";"Windows";1;149131
492;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";128;1024;"Nvidia";"Windows";2;71928
493;"Acer";"Notebook";15.6;1366;768;0;"AMD";" A10-Series 9620P ";2.5;8;"HDD";1024;0;"AMD";"Windows";2;30849
494;"Asus";"Gaming";17.3;1920;1080;1;"Intel";" Core i7 6700HQ ";2.6;24;"Hybrid";256;1024;"Nvidia";"Windows";4;67612
495;"Lenovo";"Ultrabook";12.5;1366;768;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";180;0;"Intel";"Windows";1;58555
496;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";2;47893
497;"HP";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";1024;0;"Intel";"Windows";1;93187
498;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i3 7100U ";2.4;8;"SSD";256;0;"Intel";"Windows";1;50563
499;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;48538
500;"Asus";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"Flash Storage";64;0;"Intel";"Windows";1;18115
501;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"AMD";"Windows";2;32980
502;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"Intel";"Windows";1;85195
503;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";500;0;"Intel";"Windows";2;15931
504;"Lenovo";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3060 ";1.6;4;"SSD";16;0;"Intel";"Other";1;14119
505;"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";1;50563
506;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"Hybrid";256;1024;"Intel";"Windows";2;65215
507;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;4;"HDD";1024;0;"Nvidia";"Windows";2;32661
508;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";1;70489
509;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";256;1024;"Nvidia";"N/A";2;61219
510;"Dell";"Ultrabook";13.3;1920;1080;1;"Intel";" Core i5 7200U ";2.5;8;"SSD";128;0;"Intel";"Windows";1;47899
511;"Acer";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;4;"HDD";500;0;"Nvidia";"Windows";2;34046
512;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";1024;0;"Intel";"Windows";2;44542
513;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;16;"Hybrid";256;2048;"AMD";"Windows";2;64961
514;"Xiaomi";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 8550U ";1.8;16;"SSD";256;0;"Nvidia";"N/A";2;74589
515;"Asus";"Netbook";11.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;2;"Flash Storage";32;0;"Intel";"Windows";1;13054
516;"HP";"Notebook";15.6;1366;768;1;"Intel";" Core i5 8250U ";1.6;4;"HDD";1024;0;"Intel";"Windows";2;27784
517;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;24;"SSD";512;0;"Nvidia";"Windows";2;158135
518;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Nvidia";"Windows";2;47366
519;"Asus";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";3;80133
520;"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"Hybrid";256;1024;"Nvidia";"Windows";3;74539
521;"HP";"Ultrabook";13.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;74539
522;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7300U ";2.6;8;"SSD";256;0;"Intel";"Windows";2;68184
523;"HP";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Windows";2;36710
524;"Dell";"Notebook";17.3;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"Hybrid";128;1024;"AMD";"Linux";3;47366
525;"Lenovo";"Notebook";24.0;1920;1080;0;"Intel";" Core i5 6200U ";2.3;8;"SSD";256;0;"Intel";"Windows";2;71395
526;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;4;"HDD";1024;0;"Nvidia";"Windows";2;42571
527;"Lenovo";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;8;"HDD";2048;0;"Nvidia";"N/A";2;24456
528;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"AMD";"Windows";2;31169
529;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7440HQ ";2.8;8;"SSD";256;0;"Intel";"Windows";2;73367
530;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";128;1024;"Nvidia";"Windows";4;160520
531;"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"HDD";500;0;"Intel";"Windows";2;45821
532;"Asus";"Notebook";15.6;3840;2160;0;"Intel";" Core i7 7500U ";2.7;8;"Hybrid";256;1024;"Nvidia";"Windows";2;69211
533;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";" Celeron Quad Core N3450 ";1.1;4;"SSD";32;0;"Intel";"Windows";1;19660
534;"Asus";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;87859
535;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7600U ";2.8;8;"SSD";256;0;"Nvidia";"Windows";2;72940
536;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 8250U ";1.6;8;"SSD";256;0;"AMD";"Windows";2;42486
537;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Pentium Quad Core N3710 ";1.6;4;"SSD";256;0;"Intel";"Windows";2;21258
538;"HP";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;12;"HDD";1024;0;"Nvidia";"Windows";3;95851
539;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Nvidia";"Windows";2;45768
540;"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";" Core i7 8550U ";1.8;8;"SSD";256;0;"Intel";"Windows";1;74539
541;"Dell";"Notebook";14.0;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Windows";2;39207
542;"HP";"Ultrabook";13.3;3200;1800;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";256;0;"Intel";"Windows";1;61006
543;"Acer";"Gaming";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"HDD";1024;0;"Nvidia";"Linux";2;42517
544;"Asus";"Notebook";15.6;1366;768;0;"AMD";" E-Series 7110 ";1.8;4;"HDD";500;0;"AMD";"Windows";2;18595
545;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 7100U ";2.4;4;"SSD";128;0;"Intel";"Windows";2;37589
546;"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;41825
547;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 6200U ";2.3;4;"HDD";1024;0;"Intel";"N/A";2;24634
548;"HP";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";500;0;"Intel";"Windows";2;21152
549;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"SSD";512;0;"Intel";"Windows";2;92121
550;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 6006U ";2.0;4;"SSD";128;0;"Intel";"Windows";2;26587
551;"Dell";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7200U ";2.5;8;"SSD";256;0;"Intel";"Windows";2;59513
552;"Dell";"Gaming";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;16;"Hybrid";256;1024;"Nvidia";"Windows";4;143803
553;"HP";"Notebook";17.3;1600;900;0;"Intel";" Core i3 6006U ";2.0;8;"HDD";1024;0;"Intel";"Windows";3;28992
554;"HP";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7500U ";2.7;8;"HDD";1024;0;"Nvidia";"Windows";3;68198
555;"Asus";"Notebook";15.6;1366;768;0;"Intel";" Celeron Dual Core N3350 ";1.1;4;"HDD";500;0;"Intel";"Linux";2;11935
556;"Mediacom";"Notebook";13.3;1920;1080;0;"Intel";" Atom x5-Z8350 ";1.4;4;"Flash Storage";32;0;"Intel";"Windows";1;13586
557;"Lenovo";"Notebook";17.3;1600;900;0;"Intel";" Core i7 7500U ";2.7;6;"Hybrid";128;1024;"Nvidia";"Windows";3;50563
558;"HP";"Notebook";15.6;1920;1080;0;"AMD";" A10-Series A10-9620P ";2.5;6;"SSD";128;0;"AMD";"Windows";2;30311
559;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i3 6006U ";2.0;4;"HDD";1024;0;"AMD";"Windows";2;32922
560;"Acer";"2 in 1 Convertible";11.6;1920;1080;1;"Intel";" Celeron Dual Core N3350 ";2.0;4;"Flash Storage";32;0;"Intel";"Windows";1;18595
561;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Core i3 7130U ";2.7;4;"SSD";128;0;"Intel";"Windows";2;33566
562;"HP";"Ultrabook";13.3;3200;1800;1;"Intel";" Core M 6Y75 ";1.2;16;"SSD";512;0;"Intel";"Windows";1;104695
563;"Lenovo";"Notebook";17.3;1920;1080;0;"Intel";" Core i7 7700HQ ";2.8;8;"SSD";256;0;"Nvidia";"Windows";3;159787
564;"Asus";"Notebook";15.6;1920;1080;0;"Intel";" Core i5 7300HQ ";2.5;8;"Hybrid";128;1024;"Nvidia";"Windows";2;44702
565;"Dell";"Ultrabook";13.3;3840;2160;1;"Intel";" Core i5 8250U ";1.6;8;"SSD";128;0;"Intel";"Windows";1;85195
566;"Dell";"Notebook";15.6;1366;768;0;"Intel";" Core i5 7300U ";2.6;4;"HDD";500;0;"Intel";"Windows";2;51096
568;"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";" Pentium Quad Core N4200 ";1.1;4;"HDD";500;0;"Intel";"Windows";2;18328
569;"Lenovo";"Notebook";14.0;1366;768;0;"Intel";" Core i5 7200U ";2.5;4;"HDD";500;0;"Intel";"Windows";2;52747
570;"HP";"Workstation";17.3;1600;900;0;"Intel";" Core i5 7440HQ ";2.8;8;"HDD";500;0;"Nvidia";"Windows";3;99154
571;"HP";"Notebook";14.0;1366;768;0;"Intel";" Pentium Quad Core N3710 ";1.6;8;"HDD";2048;0;"Intel";"Windows";2;20726
572;"HP";"Notebook";15.6;1920;1080;0;"AMD";" A9-Series A9-9420 ";3.0;6;"SSD";256;0;"AMD";"Windows";2;34579
